	gene symbol	chromosome	gene start
17316	TCAF2	7	143620952
17317	ZNF479	7	57117676
17318	UMAD1	7	7640711
17319	SLC13A4	7	135681231
17320	SPAM1	7	123925237
17321	HOXA3	7	27106184
17322	AMZ1	7	2679522
17323	ZNF679	7	64228474
17324	ZNF736	7	64307459
17325	ZNF680	7	64519878
17326	REPIN1	7	150368189
17327	ZNF775	7	150368790
17328	GIMAP8	7	150450630
17329	ACTR3C	7	150243916
17330	NEUROD6	7	31337465
17331	PPP1R17	7	31687215
17332	ERV3-1	7	64990356
17333	ZNF273	7	64870172
17334	TRA2A	7	23504780
17335	CCDC126	7	23597382
17336	FAM221A	7	23680130
17337	RASA4	7	102579646
17338	CYP51A1	7	92084987
17339	ARHGEF35	7	144186083
17340	KRIT1	7	92197498
17344	POM121	7	72879349
17345	BAZ1B	7	73440406
17346	BCL7B	7	73536356
17347	GTF2IRD1	7	74453790
17348	POM121C	7	75416786
17349	HIP1	7	75533298
17350	CCL26	7	75769533
17351	CCL24	7	75810825
17352	RHBDD2	7	75842602
17353	TMEM120A	7	75986831
17354	STYXL1	7	75996338
17355	MDH2	7	76048051
17356	MRPS24	7	43866558
17357	URGCP-MRPS24	7	43866558
17358	URGCP	7	43875894
17359	UBE2D4	7	43926436
17360	UPK3B	7	76510525
17361	POMZP3	7	76609986
17363	ZNF107	7	64666099
17364	HUS1	7	47963288
17365	C7orf57	7	48035511
17366	PKD1L1	7	47740202
17367	NCF1	7	74774011
17368	ABCF2-H2BK1	7	151207837
17369	CLCN1	7	143316111
17370	EIF3B	7	2354086
17371	BRAT1	7	2537810
17372	VGF	7	101162509
17373	THSD7A	7	11370365
17374	ASB15	7	123567010
17375	SP8	7	20782279
17376	ZNF800	7	127346790
17377	DOCK4	7	111726110
17378	ZSCAN21	7	100049774
17379	FASTK	7	151076624
17380	PAX4	7	127610292
17381	TYW1	7	66995173
17382	FBXL18	7	5431335
17383	CUL1	7	148697914
17384	CAPZA2	7	116811070
17385	CYP3A43	7	99828013
17386	TPK1	7	144451941
17387	SDK1	7	3301252
17388	BZW2	7	16646131
17389	NUP42	7	23181841
17390	AVL9	7	32495426
17391	LFNG	7	2512529
17392	CYP3A4	7	99756960
17393	TBL2	7	73567537
17394	ZNF117	7	64971772
17395	DLD	7	107891162
17396	SUN3	7	47987148
17397	CCDC71L	7	106654360
17398	GTF2IRD2B	7	75092573
17399	KBTBD2	7	32868172
17400	VWDE	7	12330885
17401	NRCAM	7	108147623
17402	TOMM7	7	22812628
17403	ESYT2	7	158730995
17404	PHKG1	7	56080283
17405	GPER1	7	1082208
17406	HOXA10	7	27170605
17407	TMEM178B	7	141074064
17408	PRSS2	7	142760398
17409	CADPS2	7	122318411
17410	DNAH11	7	21543039
17411	WIPF3	7	29806486
17412	C7orf25	7	42909273
17413	RUNDC3B	7	87627548
17414	KRBA1	7	149714781
17415	MGAM2	7	142111718
17416	AHCYL2	7	129225030
17417	USP42	7	6104949
17418	PILRB	7	100352176
17419	ELN	7	74027789
17420	SPDYE3	7	100307702
17423	SPDYE2B	7	102650319
17424	SPDYE5	7	75492320
17425	SPDYE9	7	73075972
17426	SPDYE11	7	73047862
17427	SPDYE13	7	75280790
17428	SPDYE15	7	75335343
17429	SPDYE16	7	76531313
17430	SPDYE17	7	77022306
17431	SPDYE18	7	77050391
17432	SPDYE1	7	43997897
17433	TAF6	7	100106876
17434	PRR15	7	29563835
17435	TBX20	7	35202430
17436	GTF2I	7	74650231
17437	GTF2IRD2	7	74796151
17438	ATG9B	7	151012209
17439	GBX1	7	151148009
17440	FOXL3	7	290170
17441	SEM1	7	96481626
17442	DPY19L1	7	34927292
17443	WNT2	7	117275451
17444	ASZ1	7	117363222
17445	CTTNBP2	7	117710651
17446	CHPF2	7	151232483
17447	ORAI2	7	102433106
17448	SPDYE10	7	73104008
17449	STEAP1	7	90154456
17450	STEAP2	7	90167590
17451	ZNF777	7	149431363
17452	ZNF746	7	149472696
17453	GARIN1B	7	128709061
17454	PDK4	7	95583499
17455	DYNC1I1	7	95772506
17456	SPDYE6	7	102345746
17457	LAMTOR4	7	100148912
17458	MDFIC	7	114922094
17459	CTAGE8	7	144266674
17460	KCP	7	128862042
17461	SPDYE8	7	73019719
17462	STRA8	7	135231979
17463	GRIFIN	7	2474728
17464	POLR2J	7	102473128
17465	PLXNA4	7	132123340
17466	CTAGE4	7	144183466
17467	CDC14C	7	48924547
17468	MAFK	7	1530702
17469	TMEM184A	7	1542235
17470	PSMG3	7	1567332
17471	ELFN1	7	1665745
17472	LRRC17	7	102913000
17473	FAM185A	7	102748971
17474	NYAP1	7	100483927
17475	AGFG2	7	100539203
17476	SAP25	7	100572228
17477	FBXO24	7	100583982
17478	FAM237B	7	90316503
17480	ARPC1A	7	99325898
17481	ARPC1B	7	99374249
17482	PDAP1	7	99392048
17483	BUD31	7	99408641
17484	MEPCE	7	100428322
17486	SPDYE21	7	67276941
17487	TSC22D4	7	100463359
17488	TRIM73	7	75395063
17489	GRID2IP	7	6496778
17490	ZDHHC4	7	6577434
17491	INTS15	7	6590021
17492	ZNF735	7	64207203
17493	IL6	7	22725884
17494	UFSP1	7	100888721
17495	OR9A1P	7	141887148
17496	COA1	7	43608456
17497	UPP1	7	48088628
17498	BMPER	7	33904308
17500	COL1A2	7	94394895
17501	CASD1	7	94509219
17502	TMEM248	7	66921225
17503	JAZF1	7	27830573
17504	SBDS	7	66987680
17505	SPDYE2	7	102551226
17506	SPDYE12	7	74904289
17507	SNX10	7	26291862
17508	STARD3NL	7	38178245
17509	TARP	7	38259643
17510	ITPRID1	7	31514090
17511	XRCC2	7	152644776
17512	FIGNL1	7	50444128
17513	DDC	7	50458436
17514	IKZF1	7	50304068
17515	PRSS1	7	142749468
17516	CARD11	7	2906142
17517	TYW1B	7	72558744
17518	SLC26A4	7	107660828
17519	CBLL1	7	107743073
17520	SLC26A3	7	107765467
17521	SH2B2	7	102285091
17522	POLD2	7	44114631
17523	LRGUK	7	134127299
17524	SLC35B4	7	134289332
17525	HNRNPA2B1	7	26171151
17526	ZNF786	7	149069641
17527	ZNF425	7	149102784
17528	PDIA4	7	149003062
17530	PTN	7	137227341
17531	PIK3CG	7	106865278
17532	AIMP2	7	6009255
17533	ANKRD61	7	6031376
17534	CFTR	7	117287120
17535	SAMD9	7	93099513
17536	HEPACAM2	7	93188534
17537	SAMD9L	7	93130056
17538	SEMA3E	7	83363238
17539	PMS2	7	5970925
17540	RSPH10B2	7	6754103
17541	ZNF722	7	63998849
17542	PDGFA	7	497258
17543	RSPH10B	7	5925550
17544	OCM2	7	97984687
17545	CCDC201	7	45859994
17546	AUTS2	7	69598296
17547	EGFR	7	55019017
17548	IRF5	7	128937457
17549	NUDCD3	7	44379119
17550	CAMK2B	7	44210019
17551	CDK13	7	39950121
17552	KMT2E	7	104940943
17553	SEPTIN14	7	55793540
17554	COBL	7	51016212
17555	CYP3A7-CYP3A51P	7	99684957
17556	OR2AE1	7	99876062
17557	DUS4L-BCAP29	7	107563971
17558	BCAP29	7	107580246
17559	GPR141	7	37683766
17561	EPDR1	7	37920640
17562	NME8	7	37848597
17563	EXOC4	7	133253073
17564	PILRA	7	100367530
17565	PTCD1	7	99416739
17566	ATP5MF-PTCD1	7	99419749
17567	DNAAF5	7	726699
17568	PRKAR1B	7	549197
17569	FOXP2	7	114086327
17570	OR10AC1	7	143509256
17571	GIMAP5	7	150722253
17572	LSM8	7	118184144
17574	CNPY1	7	155474206
17575	IQCE	7	2558972
17576	TTYH3	7	2631961
17577	PVRIG	7	100218241
17578	SAGSIN1	7	6329411
17579	RAC1	7	6374527
17580	MLXIPL	7	73593194
17581	TMEM106B	7	12211270
17582	NRF1	7	129611720
17583	UBE2H	7	129830732
17584	TRRAP	7	98877933
17585	POLR2J3	7	102537918
17586	UPK3BL2	7	102537919
17587	POLR2J3	7	102562133
17588	POLR2J2	7	102665368
17589	ADCYAP1R1	7	31052308
17590	TNS3	7	47275154
17591	SEPTIN7	7	35800932
17592	PUS7	7	105439661
17593	BRAF	7	140719327
17594	CACNA2D1	7	81946444
17595	CALD1	7	134744252
17596	CALU	7	128739292
17597	PAXIP1	7	154943687
17598	HTR5A	7	155070324
17599	DPP6	7	153748133
17600	LRCH4	7	100574011
17601	SRPK2	7	105110704
17602	SYPL1	7	106090505
17603	ETV1	7	13891229
17604	PMPCB	7	103297407
17605	POR	7	75899200
17606	PRKAR2B	7	107044705
17607	SPDYE14	7	75307376
17608	PHTF2	7	77798773
17609	GRM8	7	126438598
17610	FBXL13	7	102811189
17611	PRRT4	7	128350325
17612	CHN2	7	29146547
17613	DGKI	7	137381037
17614	CREB3L2	7	137874979
17615	MYL10	7	101613330
17616	POLR1F	7	19695461
17617	TMEM196	7	19719315
17618	BUD23	7	73683597
17619	CPA1	7	130380339
17620	CNOT4	7	135361795
17621	NPC1L1	7	44512535
17622	DDX56	7	44565804
17623	TMED4	7	44577894
17624	OGDH	7	44606572
17625	ZMIZ2	7	44748581
17626	HDAC9	7	18086949
17627	TBXAS1	7	139777051
17628	RASA4B	7	102479976
17629	DEFB130A	8	12310962
17630	CLDN23	8	8701937
17631	DEFA4	8	6935820
17632	PPP1R3B	8	9136255
17633	TNKS	8	9555912
17634	LONRF1	8	12721906
17635	MSRA	8	10054292
17636	PEBP4	8	22713251
17637	PRSS55	8	10525532
17638	XKR5	8	6808517
17639	PRSS51	8	10482878
17640	PRAG1	8	8317736
17641	GFRA2	8	21690398
17642	DLC1	8	13083361
17643	SGCZ	8	14084845
17644	MFHAS1	8	8783354
17645	PINX1	8	10764961
17646	CNOT7	8	17224966
17647	EGR3	8	22687659
17648	EBF2	8	25841725
17649	ERICH1	8	614746
17650	VPS37A	8	17246931
17651	C8orf48	8	13566869
17653	STC1	8	23841929
17654	TRIM35	8	27284886
17655	MAK16	8	33485182
17656	LPL	8	19901717
17657	HMBOX1	8	28890395
17658	NAT2	8	18391282
17659	SOX7	8	10723768
17660	SLC18A1	8	20144855
17661	FUT10	8	33370824
17662	PINX1	8	10725399
17663	UNC5D	8	35235475
17664	MSR1	8	16107878
17665	DPYSL2	8	26514031
17666	DEFB1	8	6870592
17667	SLC25A37	8	23528956
17668	ERI1	8	9002147
17669	MBOAT4	8	30131671
17670	DOCK5	8	25184689
17671	LEPROTL1	8	30095408
17672	ADRA1A	8	26748150
17673	DUSP26	8	33591330
17674	NKX3-1	8	23678697
17675	ATP6V1B2	8	20197381
17676	KCTD9	8	25427847
17677	LOXL2	8	23296897
17678	LZTS1	8	20246165
17679	CDCA2	8	25459199
17680	ZDHHC2	8	17156482
17681	TRMT9B	8	12945642
17682	PCMTD1	8	51817575
17683	BNIP3L	8	26383054
17684	KIF13B	8	29067278
17685	INTS10	8	19817391
17686	DEFA6	8	6924697
17687	DCTN6	8	30156319
17688	PPP2R2A	8	26291508
17689	ENTPD4	8	23385783
17690	SPIDR	8	47260878
17691	XKR6	8	10896045
17692	GNRH1	8	25419258
17693	SLC20A2	8	42416475
17694	SH2D4A	8	19313693
17695	XKR4	8	55102028
17696	RP1L1	8	10606349
17697	PNMA2	8	26504701
17698	LYN	8	55879835
17699	SNTG1	8	49909789
17700	SARAF	8	30063003
17701	CYP7B1	8	64587763
17702	CA8	8	60185412
17703	RNF122	8	33547754
17704	ZMAT4	8	40530590
17705	CRISPLD1	8	74984505
17706	R3HCC1	8	23270120
17707	NEFM	8	24913758
17708	PEX2	8	76980258
17709	PXDNL	8	51319577
17710	ZFHX4	8	76681239
17711	CLVS1	8	61057158
17712	C8orf74	8	10672628
17713	ARMC1	8	65602458
17714	XKR9	8	70669339
17715	PAG1	8	80967810
17716	SULF1	8	69466624
17718	C8orf34	8	68330955
17719	CA3	8	85373436
17720	HNF4G	8	75407914
17721	BPNT2	8	56957931
17722	RBIS	8	85214048
17723	STAU2	8	73420369
17725	CALB1	8	90058608
17726	NECAB1	8	90791741
17727	GEM	8	94249253
17728	ZBTB10	8	80485619
17729	MMP16	8	88032011
17730	PSKH2	8	86047109
17731	PRDM14	8	70051651
17732	FABP5	8	81280536
17733	PDP1	8	93857807
17734	TRPA1	8	72019917
17735	CDH17	8	94127162
17736	NSMAF	8	58583508
17737	MTDH	8	97644184
17738	POP1	8	98117293
17739	ERICH5	8	98064522
17740	MRPS28	8	79918717
17741	DCAF4L2	8	87870747
17742	SLCO5A1	8	69667046
17743	TGS1	8	55773446
17744	ZNF706	8	101177878
17745	YWHAZ	8	100916523
17746	WRN	8	31033788
17747	RPL30	8	98024851
17748	SLC7A13	8	86214063
17749	CA13	8	85220587
17750	FSBP	8	94378377
17751	TMEM64	8	90621995
17752	NIPAL2	8	98189826
17753	CA2	8	85463968
17754	ADAM18	8	39584489
17755	RIDA	8	98102344
17756	POLR2K	8	100150623
17757	WWP1	8	86342547
17758	TRIQK	8	92883532
17759	E2F5	8	85177154
17760	RALYL	8	84182787
17761	KCNV1	8	109963636
17762	UQCRB	8	96222947
17763	LAPTM4B	8	97775057
17764	CHRNB3	8	42697366
17765	CLXN	8	48710789
17766	TSPYL5	8	97273488
17767	KCNS2	8	98426958
17768	LRRCC1	8	85107215
17769	CYP7A1	8	58490178
17770	RAD54B	8	94371960
17771	UBR5	8	102252273
17772	EYA1	8	71197433
17773	DNAJC5B	8	66021553
17774	PTDSS1	8	96261902
17775	TNFRSF11B	8	118923557
17776	SNAI2	8	48917598
17777	MTBP	8	120445400
17778	MTERF3	8	96239398
17779	DSCC1	8	119833976
17780	MRPL13	8	120380761
17781	CCN3	8	119416446
17782	TMEM74	8	108606850
17783	FBXO32	8	123497889
17784	MRPL15	8	54135241
17785	LYPLA1	8	54046367
17786	MATN2	8	97868840
17787	FBXO43	8	100133351
17788	SDCBP	8	58552924
17789	DEPTOR	8	119873717
17790	UBXN2B	8	58411359
17791	PTK2B	8	27311482
17792	ATP6V1C1	8	103021063
17793	NCALD	8	101686542
17794	ANXA13	8	123680794
17795	RB1CC1	8	52622458
17796	CPA6	8	67422038
17797	ODF1	8	102551589
17798	MED30	8	117520713
17799	RDH10	8	73294602
17800	WASHC5	8	125024260
17801	RGS20	8	53851795
17802	RNF19A	8	100257060
17803	RAB2A	8	60516936
17804	STK3	8	98371228
17805	ATP6V0D2	8	85987323
17806	KCNQ3	8	132120859
17807	TOX	8	58805412
17808	ASAP1	8	130052104
17809	BHLHE22	8	64580365
17810	MAL2	8	119165034
17811	KCNB2	8	72537225
17812	FAM91A1	8	123768439
17813	SLA	8	133036728
17814	PREX2	8	67952046
17815	COLEC10	8	118995452
17816	TBC1D31	8	123041968
17817	ZFPM2	8	104590733
17818	SDC2	8	96493813
17819	PKHD1L1	8	109362461
17820	GRHL2	8	101492439
17821	RHPN1	8	143368876
17822	LACTB2	8	70635318
17823	ARC	8	142611049
17824	TRAM1	8	70573218
17825	LY6D	8	142784882
17826	NCOA2	8	70109782
17827	TG	8	132866958
17828	FZD6	8	103298433
17829	SBSPON	8	73064543
17830	TOP1MT	8	143304384
17831	GML	8	142834247
17832	JRK	8	142657460
17833	LYPD2	8	142750150
17834	SLURP2	8	142764338
17835	CYP11B2	8	142910559
17836	RSPO2	8	107899316
17837	TSNARE1	8	142212080
17838	SLURP1	8	142740949
17839	ST3GAL1	8	133454848
17840	ADCY8	8	130780301
17841	LYNX1	8	142771197
17842	LYNX1-SLURP2	8	142764334
17843	ZHX2	8	122781655
17844	RPL7	8	73290242
17845	CPQ	8	96645242
17846	DERL1	8	123013170
17847	MTFR1	8	65644734
17848	CSMD3	8	112222928
17849	LY6K	8	142700111
17850	THEM6	8	142727223
17851	BAALC	8	103140713
17852	PSCA	8	142670308
17853	SNTB1	8	120535745
17854	ATP6V1H	8	53715543
17855	NSMCE2	8	125091679
17856	PENK	8	56436674
17857	C8orf33	8	145052465
17858	ZFAT	8	134477788
17859	NTAQ1	8	123416726
17860	SFRP1	8	41261962
17861	TRIM55	8	66126896
17862	CRH	8	66176376
17863	TRIB1	8	125430358
17864	HAS2	8	121612116
17865	ATAD2	8	123319850
17866	NPBWR1	8	52939182
17867	PLPP5	8	38263130
17868	NSD3	8	38269704
17869	FDFT1	8	11795573
17870	CCN4	8	133191039
17871	CYP11B1	8	142872356
17872	TTI2	8	33473386
17873	PDE7A	8	65714334
17874	SPAG1	8	100157906
17875	STMN2	8	79611117
17876	NEIL2	8	11769639
17877	JPH1	8	74234700
17878	FGL1	8	17864380
17879	ASAH1	8	18055992
17880	TTPA	8	63048553
17881	YTHDF3	8	63168553
17882	PI15	8	74824534
17883	GDAP1	8	74320613
17884	NEFL	8	24950955
17885	GSDMC	8	129748196
17886	SCX	8	144266453
17887	HSF1	8	144291591
17888	DGAT1	8	144314584
17889	SCRT1	8	144330565
17891	FBXL6	8	144355431
17892	ADCK5	8	144373101
17893	CPSF1	8	144393229
17894	SLC39A4	8	144409742
17895	VPS28	8	144423601
17896	BOP1	8	144262045
17897	SLC52A2	8	144333957
17898	NAT1	8	18170477
17899	SLC45A4	8	141207166
17900	GPR20	8	141356470
17901	MOS	8	56112942
17902	PLAG1	8	56160909
17903	CHCHD7	8	56211686
17904	NDRG1	8	133237175
17905	CA1	8	85327608
17906	SMIM19	8	42541155
17907	TRPS1	8	115408496
17908	PPP3CC	8	22440819
17910	FNTA	8	43034194
17911	HGSNAT	8	43140464
17912	POTEA	8	43292483
17913	PPDPFL	8	49054311
17914	DLGAP2	8	737628
17915	POMK	8	43093498
17916	PHF20L1	8	132775358
17917	ENPP2	8	119557086
17918	LETM2	8	38386207
17919	FER1L6	8	123851987
17920	TCF24	8	66946501
17921	COPS5	8	67043079
17922	ARFGEF1	8	67173511
17923	ZNF707	8	143684452
17924	CCDC166	8	143706694
17925	MAPK15	8	143716340
17926	FAM83H	8	143723933
17927	SCRIB	8	143790920
17928	NRBP2	8	143833583
17929	EPPK1	8	143857324
17930	PARP10	8	143977153
17931	GRINA	8	143990056
17932	SPATC1	8	144012280
17933	OPLAH	8	144051266
17934	CYC1	8	144095039
17935	SHARPIN	8	144098633
17936	MAF1	8	144104461
17937	WDR97	8	144107726
17938	HGH1	8	144137774
17939	INTS8	8	94813311
17940	TP53INP1	8	94925972
17941	VCPIP1	8	66628487
17942	C8orf44-SGK3	8	66667596
17943	SGK3	8	66712734
17944	MCMDC2	8	66870749
17945	FBXO25	8	406428
17946	TRHR	8	109086585
17947	ENY2	8	109334324
17948	NUDCD1	8	109240919
17949	ANKRD46	8	100509752
17950	SNX31	8	100572889
17951	PABPC1	8	100685816
17952	EMC2	8	108443601
17953	KCNK9	8	139600838
17954	CHRAC1	8	140511311
17955	EIF3E	8	108162787
17956	RPS20	8	56067254
17957	CTSB	8	11842524
17958	PLEKHA2	8	38901235
17959	HTRA4	8	38974228
17960	TM2D2	8	38988808
17961	ADAM32	8	39106990
17962	TERF1	8	73008856
17963	GGH	8	63014881
17964	CSPP1	8	67062417
17965	KAT6A	8	41929479
17966	AP3M2	8	42152946
17967	PLAT	8	42174718
17968	POLB	8	42338454
17969	DKK4	8	42374063
17970	VDAC3	8	42391624
17971	TRMT12	8	124450820
17972	RNF139	8	124474880
17973	TATDN1	8	124488485
17974	NDUFB9	8	124539101
17975	MTSS1	8	124550784
17976	GSR	8	30678066
17977	UBXN8	8	30729131
17978	PPP2CB	8	30774457
17979	TEX15	8	30831544
17980	TMEM71	8	132685007
17981	ADAM9	8	38996754
17982	NKAIN3	8	62248591
17983	DENND3	8	141117278
17984	IQANK1	8	143734139
17985	SAMD12	8	118189455
17986	SLC39A14	8	22367278
17987	NPM2	8	22024125
17988	FGF17	8	22042398
17989	FHIP2B	8	22089150
17990	NUDT18	8	22106874
17991	HR	8	22114419
17992	REEP4	8	22138020
17993	LGI3	8	22146830
17994	BMP1	8	22165140
17995	PHYHIP	8	22219703
17996	POLR3D	8	22245133
17997	PIWIL2	8	22275316
17998	COX6C	8	99873200
17999	RMDN1	8	86468257
18000	CPNE3	8	86514435
18001	CNGB3	8	86553977
18002	SFTPC	8	22156913
18003	ABRA	8	106759483
18004	FZD3	8	28494205
18005	INTS9	8	28767661
18006	IKBKB	8	42271302
18007	OXR1	8	106270144
18008	PTP4A3	8	141391995
18009	SDR16C5	8	56300005
18010	CCNE2	8	94879770
18011	OR4F21	8	166086
18012	NKX2-6	8	23701740
18013	TDRP	8	489803
18014	LRP12	8	104489231
18015	MAFA	8	143419182
18016	ZC3H3	8	143437659
18017	GSDMD	8	143553207
18018	MROH6	8	143566192
18019	NAPRT	8	143574785
18020	TIGD5	8	143597831
18021	PYCR3	8	143603210
18022	GFUS	8	143612618
18023	ZNF623	8	143636019
18024	TMEM67	8	93754844
18025	KLF10	8	102648784
18026	KCNU1	8	36784324
18027	VPS13B	8	99013266
18028	ZNF34	8	144772224
18029	RPL8	8	144789765
18030	COMMD5	8	144841042
18031	ZNF250	8	144876497
18032	ZNF16	8	144930358
18033	MROH1	8	144148016
18034	EXT1	8	117794490
18035	MTMR9	8	11284816
18036	SLC35G5	8	11331012
18037	FAM167A	8	11421476
18038	DEFB136	8	11973937
18039	DEFB130B	8	12064389
18040	USP17L7	8	12132417
18041	CLN8	8	1755778
18042	KBTBD11-OT1	8	1763888
18043	ARHGEF10	8	1823926
18044	KBTBD11	8	1973677
18045	MYOM2	8	2045046
18046	TPD52	8	80034745
18047	MYBL1	8	66562175
18048	SORBS3	8	22544986
18049	SLC30A8	8	116950273
18050	DEFB135	8	11982256
18051	DEFA1	8	6977649
18052	ZNF596	8	232137
18053	DPYS	8	104330324
18054	DCSTAMP	8	104339087
18055	KLHL38	8	123644442
18056	ANGPT2	8	6499632
18057	AGPAT5	8	6708642
18058	GATA4	8	11676959
18059	MCPH1	8	6406592
18060	FAM110B	8	57994523
18061	IDO1	8	39902275
18062	EFR3A	8	131904093
18063	OC90	8	132024216
18065	UTP23	8	116766505
18066	AARD	8	116938207
18067	RHOBTB2	8	22987417
18068	TNFRSF10B	8	23020133
18070	TNFRSF10C	8	23102921
18071	TNFRSF10D	8	23135588
18072	TNFRSF10A	8	23190452
18073	CHMP7	8	23243637
18074	HHLA1	8	132061480
18075	KIFC2	8	144466043
18076	FOXH1	8	144473412
18077	PPP1R16A	8	144477969
18078	GPT	8	144502973
18079	MFSD3	8	144509070
18080	RECQL4	8	144511288
18081	LRRC14	8	144517992
18082	LRRC24	8	144522388
18083	C8orf82	8	144525733
18084	ZNF251	8	144720907
18085	ZNF517	8	144798876
18086	ADAM2	8	39743735
18087	EIF3H	8	116642130
18088	COL14A1	8	120059780
18089	TCEA1	8	53966552
18090	DNAAF11	8	132570416
18091	SNX16	8	81799581
18092	BIN3	8	22620418
18093	RGS22	8	99960936
18094	CSMD1	8	2935353
18095	TONSL	8	144428775
18096	GDF6	8	96142333
18097	C8orf58	8	22599599
18098	PSD3	8	18527303
18099	CIBAR1	8	93698561
18100	TMEM68	8	55696424
18101	RRM2B	8	102204502
18102	RAD21	8	116845934
18103	C8orf89	8	73241331
18104	ADGRB1	8	142449430
18105	PLEC	8	143915153
18106	TAF2	8	119730774
18107	UBE2W	8	73780097
18108	ELOC	8	73939169
18109	TMEM70	8	73972437
18110	LY96	8	73991392
18111	PPP1R42	8	66964099
18112	RBM12B	8	93728155
18113	ZNF7	8	144827518
18114	PURG	8	30995802
18115	ALKAL1	8	52534037
18116	DOK2	8	21908873
18117	XPO7	8	21919662
18118	C8orf76	8	123219967
18119	ZHX1-C8orf76	8	123226189
18120	ZHX1	8	123248451
18121	FAM83A	8	123178960
18122	MTUS1	8	17643795
18123	EEF1D	8	143579697
18124	FAM86B2	8	12424411
18125	OSR2	8	98944403
18126	CCAR2	8	22604757
18127	STMN4	8	27235308
18128	PMP2	8	81440326
18129	FABP9	8	81458253
18130	FABP4	8	81478419
18131	IMPA1	8	81656914
18132	SLC10A5	8	81693631
18133	ZFAND1	8	81701334
18134	CHMP4C	8	81732448
18135	GINS4	8	41529218
18136	GPAT4	8	41577187
18137	GOLGA7	8	41488200
18138	ARHGAP39	8	144529179
18139	DMTN	8	22048995
18140	IDO2	8	39934614
18141	TCIM	8	40153482
18142	USP17L2	8	12136435
18144	BLK	8	11486894
18145	EXTL3	8	28600469
18146	TMEM249	8	144352219
18147	UBE2V2	8	48008415
18148	LRATD2	8	126552443
18149	POU5F1B	8	127322183
18150	AGO2	8	140520156
18151	FAM86B1	8	12182096
18152	ZNF705D	8	12089338
18153	FGF20	8	16992181
18154	MICU3	8	17027238
18155	CTHRC1	8	103371538
18157	DCAF13	8	103414714
18158	PTK2	8	140657900
18159	DEFB134	8	11993174
18160	C8orf88	8	90958471
18161	PIP4P2	8	90993802
18162	OTUD6B	8	91070196
18163	LRRC69	8	91101832
18164	SLC26A7	8	91209494
18165	MCM4	8	47960185
18166	RIPK2	8	89757806
18167	OSGIN2	8	89901849
18168	DECR1	8	90001405
18169	NBN	8	89924515
18170	CEBPD	8	47736913
18171	PRKDC	8	47773111
18172	FAM135B	8	138130023
18173	COL22A1	8	138588235
18174	TUSC3	8	15417215
18175	ZNF703	8	37695782
18176	ERLIN2	8	37736601
18177	PLPBP	8	37762595
18178	ADGRA2	8	37784191
18179	BRF2	8	37843268
18180	RAB11FIP1	8	37858618
18181	GOT1L1	8	37934281
18183	ADRB3	8	37962990
18184	EIF4EBP1	8	38030534
18185	STAR	8	38142700
18186	LSM1	8	38163335
18187	BAG4	8	38176533
18188	DDHD2	8	38225218
18189	RBPMS	8	30384511
18190	GTF2E2	8	30578318
18191	SMIM18	8	30638580
18192	CHRNA2	8	27459756
18193	EPHX2	8	27490781
18194	CLU	8	27596917
18195	SCARA3	8	27633868
18196	CCDC25	8	27733316
18197	ESCO2	8	27771949
18198	PBK	8	27809624
18199	SCARA5	8	27869883
18200	NUGGC	8	28021964
18201	ELP3	8	28089673
18202	PNOC	8	28316986
18203	ZNF395	8	28345590
18204	FBXO16	8	28348287
18205	TRAPPC9	8	139727725
18206	ADAM28	8	24294069
18207	ADAMDEC1	8	24384285
18208	ADAM7	8	24440930
18209	ST18	8	52110838
18210	RRS1	8	66429014
18213	ADHFE1	8	66432492
18214	VXN	8	66492326
18215	ZNF704	8	80628451
18216	AZIN1	8	102826111
18217	FAM90A15P	8	7256904
18218	FAM90A3P	8	7264526
18219	FAM90A13P	8	7279770
18220	FAM90A5P	8	7287392
18221	FAM90A20P	8	7295014
18222	USP17L1	8	7332387
18223	USP17L4	8	7337115
18224	ZNF705G	8	7355517
18225	DEFB4B	8	7414855
18226	DEFB103B	8	7428888
18227	SPAG11B	8	7442684
18228	DEFB104B	8	7470308
18229	DEFB106B	8	7482504
18230	DEFB105B	8	7487679
18231	DEFB107B	8	7495911
18232	PRR23D1	8	7539627
18233	PRR23D2	8	7778591
18234	DEFB107A	8	7811720
18235	DEFB105A	8	7821004
18236	DEFB106A	8	7825139
18237	DEFB104A	8	7836436
18238	DEFB103A	8	7881392
18239	DEFB4A	8	7894677
18240	ZNF705B	8	7926337
18241	USP17L8	8	7971661
18242	USP17L3	8	7976393
18243	FAM90A11P	8	8011782
18244	FAM90A24P	8	8019429
18245	FAM90A12P	8	8027077
18246	EBAG9	8	109539711
18248	SYBU	8	109573978
18249	FAM90A23	8	7579644
18250	FAM90A22	8	7571995
18251	FAM90A7	8	7556700
18252	FAM90A8	8	7738387
18253	FAM90A9	8	7761330
18254	FAM90A17	8	7746034
18255	FAM90A18	8	7723091
18256	FAM90A19	8	7753682
18257	FAM90A14	8	7715443
18258	FAM90A16	8	7730739
18259	FAM90A10	8	7768977
18260	ASH2L	8	38105493
18261	VIRMA	8	94487689
18262	ESRP1	8	94641074
18263	DPY19L4	8	94719703
18264	NDUFAF6	8	94895533
18265	CFAP418	8	95244913
18266	CSGALNACT1	8	19404161
18267	HRURF	8	22130458
18268	SPAG11A	8	7847876
